0 28551 21274 53538 65272 43443 13002 13696
28590 0 46389 96671 66691 68559 37722 38812
21494 49075 0 33322 45345 20915 12422 8763
53955 96285 33113 0 44380 17898 40352 41323
65281 66515 45322 44545 0 30458 41105 52648
43635 71217 22793 18025 30551 0 26203 31003
13894 37476 13190 40905 40667 27161 0 4328
13706 41288 8765 41738 53472 31642 3529 0
