,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86
34,15.77,69.07,28.32,27.35,23.04,21.61,7.68,5.73,46.08,22.17,29.24,33.78,29.69,31.07,22.79,34.68,42.28,34.72,70.93,34.97,45.53,6.51,47.82,29.76,29.62,37.8,20.2,45.1,12.08,56.99,6.51,23.65,17.43,0.0,70.41,20.13,17.31,46.89,49.87,27.83,26.39,22.84,17.04,28.78,2.77,13.94,49.88,7.37,39.44,36.4,6.77,17.04,50.82,18.44,36.13,33.4,20.06,17.84,30.44,17.93,38.88,22.24,24.45,70.1,19.26,14.94,6.77,7.56,20.46,53.26,6.11,21.86,18.03,28.55,28.96,37.66,13.78,0.0,24.23,43.73,24.24,16.02,24.02,18.33,48.79,14.96
35,39.28,1.85,96.7,61.11,62.73,35.68,58.7,47.5,25.49,59.67,43.25,69.42,43.7,28.62,59.42,30.39,58.3,101.39,1.13,29.75,30.47,45.35,17.74,45.78,43.63,66.13,36.51,10.72,45.82,13.81,45.35,29.73,57.75,57.09,0.0,70.49,62.56,26.58,118.25,32.37,93.06,62.52,37.05,95.45,58.69,54.49,118.25,48.48,68.66,25.76,61.16,37.05,66.72,38.84,24.66,32.06,88.43,73.15,97.06,39.11,16.95,59.74,71.8,0.31,38.09,39.61,70.84,58.59,65.72,19.4,48.87,35.95,40.17,42.38,42.97,21.07,64.8,57.09,41.65,29.09,71.59,63.37,67.39,68.59,28.47,39.71
36,30.33,88.55,7.62,36.46,23.41,36.17,18.68,22.32,60.64,24.49,43.8,31.36,44.26,45.63,25.28,49.24,43.33,14.45,90.42,49.53,65.02,24.29,62.38,44.32,44.18,42.93,34.76,59.66,26.64,76.48,24.29,38.21,22.74,20.09,89.89,0.0,19.83,66.38,29.18,42.39,6.01,24.11,31.6,8.51,22.74,46.99,29.18,25.15,39.39,50.96,27.39,31.6,51.86,33.0,50.7,47.96,1.78,10.51,11.89,32.49,53.44,24.56,11.04,89.59,33.82,29.51,14.25,18.83,19.42,67.82,20.44,36.42,46.68,48.04,43.53,52.22,17.82,20.09,38.79,63.21,13.76,21.13,26.6,16.62,68.27,29.52
37,21.84,63.71,19.23,11.59,7.28,22.81,10.1,17.52,38.64,6.41,21.29,18.02,21.3,37.44,7.03,29.95,18.45,30.25,65.57,30.24,46.24,19.49,54.19,19.35,21.39,22.03,26.57,51.47,18.09,51.63,19.49,28.4,2.91,17.5,65.05,19.83,0.0,46.12,24.73,34.2,25.46,7.07,23.11,27.96,19.72,28.11,29.98,20.35,23.67,42.77,22.59,23.11,26.99,24.81,42.51,39.77,19.84,24.82,32.22,24.01,45.25,6.48,25.36,64.74,25.33,21.02,18.16,10.16,3.18,44.51,15.64,22.37,38.49,39.15,21.42,44.03,6.04,17.5,20.34,42.94,28.08,32.61,40.61,3.53,48.01,19.05
38,23.03,25.53,73.0,56.36,52.05,24.66,42.45,31.25,40.72,51.18,52.59,62.79,53.04,9.6,51.8,28.08,65.63,77.69,27.39,27.61,2.36,29.1,18.42,53.11,52.97,66.81,20.26,26.08,29.57,13.45,29.1,21.75,46.44,40.84,26.86,66.46,46.31,0.0,94.56,13.29,69.36,51.84,20.8,71.75,42.21,18.68,94.56,25.91,76.0,11.56,37.47,20.8,74.16,22.59,10.47,5.47,64.74,49.45,73.36,22.86,26.22,51.25,48.1,26.56,23.03,23.36,47.15,42.34,49.47,36.43,32.62,24.92,13.57,14.23,52.31,7.29,48.55,40.84,30.61,2.49,47.9,39.67,43.69,52.33,3.63,23.46
39,59.93,116.25,22.47,19.25,19.6,44.36,34.63,51.92,55.08,20.69,33.92,7.13,34.01,75.23,21.47,46.39,18.45,34.69,118.11,46.68,92.71,53.89,91.98,30.71,34.11,13.86,64.36,89.26,56.24,104.17,53.89,49.95,24.46,49.69,117.58,31.41,24.73,94.07,0.0,71.99,32.79,20.3,61.2,34.43,52.34,74.69,10.77,54.75,11.97,80.56,56.99,61.2,23.44,62.6,80.29,77.56,30.25,38.2,36.66,62.09,83.04,20.76,38.74,117.28,63.42,59.1,43.85,34.69,21.54,60.95,50.04,43.92,76.28,75.73,34.05,81.82,29.11,49.69,40.01,90.91,41.46,48.82,54.29,24.86,95.96,59.12
40,11.26,31.02,50.66,44.59,40.28,12.89,30.68,19.48,24.94,39.41,40.82,51.02,41.27,4.75,40.03,18.52,53.86,57.06,32.88,18.05,17.47,17.33,21.49,41.34,41.2,55.03,8.49,21.74,17.8,18.94,17.33,9.28,34.67,29.07,32.35,42.46,34.54,13.42,72.21,0.0,48.73,40.07,9.03,51.12,30.67,17.43,72.22,17.16,64.22,10.08,22.57,9.03,62.39,10.82,9.81,10.32,42.39,42.27,52.78,11.09,17.26,39.48,48.88,32.05,11.26,11.59,30.37,30.57,37.7,31.1,20.85,13.15,17.06,17.72,40.54,11.34,36.78,29.07,18.84,13.31,48.67,40.44,48.45,40.56,15.32,11.69
41,36.46,91.21,10.85,39.69,26.64,42.3,24.81,28.45,66.78,27.72,49.94,34.59,50.39,51.76,28.51,55.37,46.55,9.09,93.07,55.66,67.67,30.42,68.51,50.46,50.32,46.16,40.89,65.8,32.77,79.13,30.42,44.35,28.43,26.22,92.55,6.01,25.52,69.03,32.41,48.53,0.0,27.33,37.73,3.15,28.88,49.65,32.41,31.28,42.62,57.1,33.53,37.73,55.09,39.13,56.83,54.09,6.66,13.16,6.53,38.62,59.57,27.79,13.7,92.24,39.95,35.64,20.39,24.96,22.65,73.96,26.57,42.56,52.81,50.69,49.66,58.35,25.54,26.22,44.93,65.87,16.42,23.78,29.26,24.34,70.93,35.66
42,27.56,69.42,19.87,7.21,1.47,25.54,15.82,23.23,41.37,1.87,18.93,12.21,18.94,43.15,2.65,32.67,14.07,30.89,71.28,32.97,51.95,25.2,59.9,15.72,19.03,16.23,32.28,51.49,23.8,57.34,25.2,31.13,5.64,23.22,62.61,22.83,7.3,51.83,20.32,39.92,26.1,0.0,28.82,28.61,25.43,33.82,27.19,26.06,17.86,48.48,28.3,28.82,22.61,30.52,48.22,45.48,23.84,31.78,32.86,29.72,45.26,1.94,32.32,62.4,28.52,26.73,24.69,15.87,8.11,47.24,21.35,25.1,44.2,44.86,19.06,49.74,12.6,23.22,23.07,48.65,35.04,38.32,47.88,10.83,53.72,24.76
43,2.72,38.38,40.23,33.87,29.56,5.64,20.25,12.08,23.36,28.69,30.39,40.3,30.84,12.11,29.31,16.95,43.43,46.63,40.24,16.48,24.83,10.51,28.85,30.91,30.77,44.32,2.21,26.14,7.08,26.3,10.51,7.68,23.95,18.64,39.71,32.03,23.82,20.78,61.78,8.87,38.3,29.35,0.0,40.69,20.24,15.42,61.79,11.94,45.95,17.44,15.75,0.0,51.96,2.73,17.17,16.33,31.96,31.84,42.35,2.39,19.92,28.76,38.45,39.41,3.3,3.05,19.94,20.14,26.98,27.06,10.13,5.89,15.05,15.71,30.11,18.7,20.44,18.64,11.59,19.5,38.24,30.02,38.02,26.49,22.68,3.15
44,40.57,95.31,12.0,41.61,30.74,46.41,28.92,32.56,70.88,31.83,54.04,36.51,54.49,55.87,32.61,59.48,48.48,8.06,97.17,59.77,71.77,34.53,72.61,54.56,54.42,48.08,45.0,69.9,36.88,83.24,34.53,48.45,32.53,30.33,96.65,10.11,29.62,73.14,34.33,52.63,4.9,31.44,41.83,0.0,32.98,53.75,34.33,35.39,44.54,61.2,37.63,41.83,57.01,43.23,60.93,58.2,10.77,17.27,4.25,42.73,63.68,31.9,17.8,96.34,44.06,39.74,24.49,29.07,26.75,78.06,30.68,46.66,56.92,54.79,53.76,62.46,29.64,30.33,49.03,69.97,20.52,27.89,33.36,28.44,75.03,39.76
45,13.1,63.27,31.2,29.83,25.52,18.94,10.15,3.77,50.21,24.65,33.37,36.26,33.82,25.05,25.27,38.81,36.69,37.6,65.14,39.1,39.73,4.85,56.16,33.89,33.75,40.28,14.18,39.08,7.52,51.2,4.85,20.98,19.91,2.99,64.61,23.0,19.79,41.1,52.75,21.81,29.27,25.32,14.37,31.66,0.0,11.99,52.75,5.71,41.91,30.38,4.82,14.37,45.23,12.32,30.11,23.33,22.93,19.62,33.32,15.26,32.86,24.72,26.23,64.31,16.59,12.61,9.64,10.04,22.94,40.36,4.31,20.24,16.08,16.25,33.09,31.64,16.25,2.99,28.36,37.93,26.03,17.8,25.8,21.2,42.99,12.29
46,17.37,52.14,53.32,38.17,33.86,20.59,18.49,11.03,39.33,32.99,45.1,44.6,45.55,16.81,33.61,32.91,58.14,58.01,54.0,32.45,19.28,9.52,45.02,45.62,45.48,48.62,14.45,52.69,22.08,40.06,9.52,23.65,28.25,14.81,53.47,46.78,28.12,18.28,74.87,17.04,49.68,33.65,15.14,52.07,13.08,0.0,74.88,7.93,50.25,22.15,12.04,15.14,66.67,15.09,21.88,13.71,45.06,29.77,53.68,17.2,33.13,33.06,28.42,53.17,18.25,17.7,27.46,18.38,31.28,43.03,12.65,20.84,4.1,4.27,44.82,33.9,24.59,14.81,40.09,15.99,28.21,19.99,24.01,29.14,31.85,17.8
47,61.5,117.82,24.04,28.43,26.39,51.15,49.85,53.49,66.97,27.47,44.54,20.31,44.54,76.8,28.26,58.28,31.78,28.87,119.68,58.57,94.28,55.46,93.54,41.33,44.64,24.58,65.93,90.83,57.81,105.74,55.46,69.38,31.24,51.26,119.15,32.98,29.9,95.64,10.71,73.56,34.36,27.09,62.76,36.0,53.91,76.26,0.0,56.32,22.68,82.13,58.56,62.76,34.16,64.16,81.86,79.13,31.82,39.77,38.23,63.66,84.61,27.54,40.31,118.85,64.99,60.67,45.42,50.0,26.72,72.85,51.61,50.7,77.85,77.3,44.67,83.39,35.06,51.26,48.67,92.48,43.03,50.39,55.86,30.03,97.53,60.69
48,11.38,49.61,33.77,30.39,26.08,17.23,10.71,3.25,35.95,25.21,34.37,36.82,34.82,20.84,25.83,39.81,37.25,40.17,51.47,29.07,26.62,1.74,37.59,34.89,34.75,40.84,11.07,35.97,7.73,37.53,1.74,20.27,20.47,7.03,50.95,25.57,20.35,25.62,55.32,17.04,31.84,25.88,11.78,34.23,5.3,7.76,55.32,0.0,42.47,26.18,4.26,11.78,45.79,9.21,25.91,20.44,25.5,21.81,35.89,13.83,29.75,25.28,22.74,50.64,14.88,11.16,13.51,10.6,23.5,39.65,4.87,17.48,11.86,12.03,34.09,27.43,16.81,7.03,29.36,23.32,25.24,17.82,27.44,21.36,29.28,12.5
49,44.06,67.21,32.89,16.89,17.29,37.89,32.32,39.74,46.92,18.38,25.75,8.45,25.85,66.82,19.16,38.22,10.68,45.11,67.74,38.52,75.62,41.71,70.3,22.55,25.94,4.07,55.95,57.04,40.31,63.87,41.71,43.48,22.15,39.72,68.16,41.82,23.81,75.5,12.18,63.59,43.2,17.99,45.33,44.85,41.94,50.33,22.95,42.57,0.0,72.16,44.81,45.33,11.48,54.19,71.89,69.15,40.67,48.62,47.08,46.23,50.82,18.45,49.15,67.95,40.87,43.24,42.6,32.38,23.58,52.79,37.86,37.45,67.87,68.53,25.89,73.41,29.11,39.72,31.85,72.33,51.87,59.24,64.71,27.34,77.39,41.27
50,19.81,24.32,59.21,53.14,48.83,21.44,39.23,28.03,29.03,47.96,34.4,59.57,34.86,6.32,48.58,21.54,62.41,65.61,26.18,21.08,16.26,25.87,14.8,49.89,34.78,63.58,17.04,17.56,26.35,12.24,25.87,15.21,43.21,37.62,25.66,51.01,43.09,12.21,80.76,10.07,57.28,48.62,17.58,59.67,39.22,22.13,80.76,26.18,72.77,0.0,31.12,17.58,70.94,19.37,1.21,13.8,50.94,50.82,61.33,19.64,15.1,48.03,57.43,25.35,19.8,20.14,38.92,39.11,46.25,27.91,29.4,21.69,26.08,26.74,34.13,4.64,45.33,37.62,27.39,12.1,57.22,48.99,53.18,49.11,13.09,20.24
51,15.82,58.63,35.11,32.55,28.24,22.22,12.87,5.46,54.11,27.37,37.27,38.98,37.72,23.06,27.99,42.71,39.41,41.52,60.49,43.0,35.09,5.49,51.52,37.79,37.65,43.0,16.08,40.98,10.24,46.55,5.49,25.28,22.63,6.91,59.97,26.92,22.5,36.45,56.67,19.25,33.19,28.03,16.77,35.57,4.92,9.05,56.67,4.51,44.63,28.39,0.0,16.77,47.95,12.95,28.12,22.66,26.85,19.6,37.24,17.98,34.76,27.44,20.54,59.66,19.88,15.33,10.51,12.76,25.66,44.66,7.03,22.96,13.15,13.32,36.99,40.39,18.97,6.91,32.26,33.29,23.04,15.61,21.57,23.52,38.35,15.01
52,2.72,38.38,40.23,33.87,29.56,5.64,20.25,12.08,23.36,28.69,30.39,40.3,30.84,12.11,29.31,16.95,43.43,46.63,40.24,16.48,24.83,10.51,28.85,30.91,30.77,44.32,2.21,26.14,7.08,26.3,10.51,7.68,23.95,18.64,39.71,32.03,23.82,20.78,61.78,8.87,38.3,29.35,0.0,40.69,20.24,15.42,61.79,11.94,45.95,17.44,15.75,0.0,51.96,2.73,17.17,16.33,31.96,31.84,42.35,2.39,19.92,28.76,38.45,39.41,3.3,3.05,19.94,20.14,26.98,27.06,10.13,5.89,15.05,15.71,30.11,18.7,20.44,18.64,11.59,19.5,38.24,30.02,38.02,26.49,22.68,3.15
53,49.98,65.59,44.55,15.35,22.52,36.35,35.44,42.86,42.23,20.81,24.14,20.26,23.56,65.28,21.08,36.6,9.14,56.77,66.12,36.9,74.08,44.83,68.68,21.0,23.65,12.33,54.41,55.42,46.29,62.25,44.83,45.54,25.26,42.84,66.54,53.48,26.93,73.96,23.31,62.05,54.86,22.32,51.25,56.51,45.05,66.7,34.08,45.68,11.79,57.75,47.93,51.25,0.0,52.65,70.35,67.61,52.33,60.28,58.74,52.14,49.2,20.88,60.81,66.33,39.33,49.16,44.31,35.5,30.09,50.77,40.97,35.91,66.33,66.99,24.27,71.87,32.23,42.84,30.31,70.78,63.53,64.54,72.54,30.46,75.85,49.18
54,4.91,39.98,41.74,35.67,31.36,8.13,21.76,9.85,27.72,30.49,31.9,42.1,32.35,13.71,31.11,21.3,44.94,48.14,41.84,20.84,26.43,7.7,30.45,32.42,32.28,46.11,2.25,27.74,8.88,27.9,7.7,12.04,25.75,20.15,41.31,33.54,25.62,22.38,63.29,10.47,39.81,31.15,2.68,42.2,21.75,16.33,63.3,9.13,55.3,19.04,12.94,2.68,53.47,0.0,18.77,17.24,33.47,33.35,43.86,4.74,21.52,30.56,39.96,41.01,5.79,5.24,21.45,21.65,28.78,31.42,11.93,8.39,15.96,16.62,31.62,20.3,27.86,20.15,26.89,20.41,39.75,31.52,39.53,31.64,24.28,5.34
55,19.54,23.22,58.94,52.87,48.56,21.17,38.96,27.76,29.98,47.69,49.1,59.3,49.55,6.05,48.31,22.49,62.14,65.34,25.09,22.03,15.56,25.61,13.7,49.62,49.48,63.32,16.77,18.51,26.08,11.15,25.61,16.16,42.95,37.35,24.56,50.75,42.82,11.66,80.49,9.8,57.01,48.35,17.31,59.4,38.95,21.86,80.5,25.91,72.51,1.21,30.85,17.31,70.67,19.1,0.0,13.53,50.68,50.55,61.06,19.37,16.05,47.76,56.89,24.26,19.54,19.87,38.65,38.85,45.98,28.86,29.13,21.43,25.81,26.47,48.82,3.54,45.06,37.35,27.12,11.84,56.68,48.45,52.48,48.84,11.99,19.97
56,18.63,31.04,56.2,50.13,45.81,22.25,36.22,23.62,33.36,44.95,46.36,56.56,46.81,8.46,45.57,26.94,59.4,62.6,32.9,26.47,6.55,19.06,23.93,46.88,46.74,60.57,15.7,31.59,23.34,18.96,19.06,18.65,40.2,34.61,32.38,48.0,40.08,5.55,77.75,10.33,54.27,45.61,16.4,56.66,36.21,14.14,77.75,20.52,69.76,13.8,24.63,16.4,67.93,16.34,13.53,0.0,47.93,47.8,58.32,18.45,22.76,45.02,45.7,32.07,19.51,18.95,35.91,36.1,43.24,41.94,26.39,22.51,9.03,9.69,46.08,12.8,42.32,34.61,41.35,3.25,45.5,37.27,41.29,46.1,9.08,19.06
57,30.29,86.62,11.1,39.94,24.36,36.13,18.65,22.29,60.61,25.45,43.77,34.83,44.22,45.6,26.23,49.2,46.8,15.26,88.48,49.5,63.08,24.26,62.34,44.29,44.15,46.4,34.73,59.63,26.61,74.54,24.26,38.18,22.88,20.06,87.95,1.79,19.97,64.44,32.65,42.36,6.7,25.06,31.56,9.32,22.71,45.05,32.65,25.11,42.87,50.93,27.36,31.56,55.33,32.96,50.66,47.93,0.0,8.57,13.22,32.46,53.41,25.52,9.11,87.65,33.78,29.47,14.22,18.8,20.37,67.79,20.4,36.39,46.65,46.1,43.49,52.19,17.96,20.06,38.76,61.27,11.82,19.19,24.66,16.76,66.33,29.49
58,29.73,71.64,16.72,45.56,32.76,35.57,21.56,25.2,60.04,29.12,43.21,40.46,43.66,45.03,29.74,48.64,52.43,21.42,73.51,48.93,48.11,22.91,64.53,43.72,43.58,52.03,34.16,59.06,26.04,59.57,22.91,37.61,25.62,17.73,72.98,10.18,22.71,49.47,38.28,41.79,13.09,33.46,31.0,15.47,19.33,30.08,38.28,22.02,48.49,50.36,19.5,31.0,60.96,32.4,50.1,47.36,8.46,0.0,17.09,31.89,52.84,29.19,1.9,72.68,33.22,28.91,12.6,21.71,28.77,67.22,23.32,35.82,32.34,31.13,42.93,53.41,20.7,17.73,38.19,46.3,4.06,11.42,17.65,19.5,51.36,28.92
59,40.38,85.8,14.35,43.97,32.37,46.22,28.73,32.37,70.7,33.46,53.86,38.87,54.31,55.68,34.24,59.29,50.83,7.77,87.66,59.58,62.26,34.34,78.69,54.38,54.24,50.43,44.81,69.72,36.69,73.72,34.34,48.27,34.17,30.14,87.14,11.75,31.26,63.62,36.68,52.45,6.81,33.07,41.65,4.21,32.8,44.24,36.69,35.2,46.9,61.02,37.45,41.65,59.37,43.05,60.75,58.01,12.37,17.07,0.0,42.54,63.49,33.53,17.61,86.83,43.87,39.56,24.31,28.88,28.38,77.88,30.49,46.48,46.5,45.28,53.58,62.27,29.51,30.14,48.85,60.46,20.33,25.58,30.07,28.31,65.52,39.58
60,4.2,40.79,41.71,35.35,31.04,4.7,21.73,13.55,23.79,30.17,19.37,41.78,19.82,14.52,28.12,17.37,32.4,48.11,42.65,16.91,27.24,12.92,31.27,19.89,19.74,45.79,4.62,28.43,8.56,28.71,12.92,8.11,25.42,20.12,39.15,33.51,25.3,23.2,63.26,11.29,39.78,30.83,2.31,42.17,21.72,17.84,63.26,14.35,42.77,19.85,25.56,2.31,40.94,5.13,19.59,18.74,33.44,33.31,43.83,0.0,22.2,30.24,39.93,38.84,2.98,4.52,21.42,21.61,28.46,27.49,11.61,4.96,17.46,18.13,19.09,21.11,21.92,20.12,10.65,21.92,39.72,31.49,39.49,27.96,25.09,4.63
61,22.34,16.4,61.73,43.99,45.61,18.74,41.75,30.56,14.18,42.55,26.14,52.3,26.59,14.52,42.31,13.28,41.18,68.14,16.92,12.81,30.95,28.4,19.48,28.66,26.52,49.02,19.56,6.22,28.88,13.06,28.4,12.78,45.74,40.14,16.94,53.54,45.62,27.06,59.3,17.24,59.81,45.4,20.11,62.19,41.75,33.33,83.29,29.83,51.55,15.12,33.64,20.11,49.6,21.89,16.07,22.73,53.47,53.34,63.86,22.16,0.0,42.62,59.95,16.64,21.14,22.66,41.45,41.64,48.77,13.84,31.93,19.01,32.95,33.62,25.86,21.55,47.85,40.14,24.7,29.57,59.75,51.52,59.52,51.64,28.95,22.76
62,26.59,68.46,20.33,5.48,1.92,24.58,14.85,22.27,38.23,0.22,17.2,12.67,17.2,42.19,0.92,29.54,12.34,31.35,59.05,29.83,50.99,24.24,58.94,13.99,17.3,16.68,31.32,48.36,22.84,56.38,24.24,30.17,4.68,22.25,59.48,23.29,6.34,50.87,20.78,38.95,26.56,1.72,27.86,29.06,24.47,32.86,27.64,25.1,18.32,47.52,27.34,27.86,20.88,29.56,47.26,44.52,24.29,32.24,33.32,28.76,42.13,0.0,32.77,59.27,27.56,25.77,23.73,14.91,9.5,44.11,20.39,24.14,43.24,43.9,17.33,48.78,11.64,22.25,22.69,47.69,35.49,37.36,45.36,9.87,52.76,23.8
63,36.45,69.74,17.46,46.3,33.49,42.29,25.6,29.24,66.76,34.58,49.93,41.19,50.38,51.75,35.36,55.36,53.16,22.15,71.6,55.65,46.2,29.63,62.63,50.45,50.3,52.76,40.88,70.29,32.76,57.66,29.63,44.33,28.78,24.45,71.08,10.92,25.87,47.56,39.01,48.52,13.82,34.19,37.72,16.21,26.05,28.18,39.01,30.49,49.22,55.78,25.71,37.72,61.69,39.12,54.68,44.94,9.19,1.35,17.82,38.61,59.56,34.65,0.0,70.77,39.94,35.63,15.75,25.75,29.5,73.95,27.36,42.54,30.44,29.22,49.65,51.5,23.85,24.45,44.91,44.4,2.16,9.52,16.31,22.65,49.46,35.64
64,38.98,1.54,96.39,60.63,62.25,35.38,58.39,47.2,25.28,59.19,42.78,68.94,43.23,28.31,58.95,29.92,57.82,101.08,0.82,29.45,30.16,45.04,17.44,45.3,43.16,65.66,36.21,10.42,45.52,13.51,45.04,29.42,62.38,56.79,0.31,70.18,62.26,26.27,117.95,32.06,92.75,62.05,36.75,95.14,58.39,54.18,117.95,48.18,68.19,25.45,60.86,36.75,66.24,38.53,24.35,31.76,88.13,72.84,96.75,38.8,16.64,59.26,71.49,0.0,37.78,39.3,70.54,58.28,65.41,19.2,48.57,35.65,39.86,42.08,42.5,20.76,64.5,56.79,41.35,28.78,71.29,63.06,67.08,68.28,28.16,39.41
65,5.16,37.53,42.67,31.81,28.47,3.16,22.68,14.51,22.72,26.83,17.82,39.21,18.28,14.46,26.58,16.3,30.86,49.07,38.05,15.83,27.18,13.88,31.21,18.34,18.2,38.7,5.58,27.35,9.52,28.66,13.88,7.04,23.49,21.08,38.07,34.47,25.77,23.14,47.32,11.23,40.74,28.27,3.21,43.13,22.68,18.8,64.22,15.31,41.23,19.8,26.52,3.21,39.4,6.09,19.53,20.58,34.4,34.27,44.79,1.91,21.13,26.9,40.89,37.77,0.0,5.48,22.38,22.57,28.93,26.41,12.57,3.42,18.42,19.09,17.54,21.05,22.88,21.08,9.11,23.03,40.68,32.45,40.45,29.3,25.04,5.59
66,0.52,41.05,37.84,31.48,27.17,7.45,17.86,9.69,25.17,26.3,28.0,37.91,28.45,14.78,26.92,18.76,41.04,44.24,42.91,18.29,27.5,13.37,31.53,28.52,28.38,41.92,4.88,28.81,4.69,28.97,13.37,9.5,21.56,16.25,42.39,29.64,21.43,23.45,59.39,11.54,35.91,26.96,2.88,38.3,17.85,18.09,59.4,11.02,43.56,20.11,21.69,2.88,49.57,8.88,19.84,19.0,29.57,29.45,39.96,3.77,22.59,26.37,36.06,42.08,5.1,0.0,17.55,17.74,24.59,28.87,7.74,7.7,17.72,18.38,27.72,21.37,18.05,16.25,22.99,22.17,35.85,27.62,35.63,24.09,25.35,1.89
67,20.59,68.66,22.3,28.66,24.35,26.43,9.25,10.59,50.9,23.49,34.06,36.25,34.51,35.89,24.1,39.5,35.53,28.7,70.52,39.79,45.12,12.56,61.54,34.58,34.44,40.69,25.02,49.92,16.9,56.58,12.56,28.47,18.74,6.81,69.99,14.1,18.08,46.48,43.85,32.65,20.37,24.15,21.86,22.76,9.47,27.1,43.86,13.42,42.33,41.22,14.03,21.86,44.06,23.26,40.95,38.22,14.03,14.72,24.42,22.75,43.7,23.55,15.26,69.69,24.08,19.76,0.0,9.4,20.49,58.08,8.71,26.68,29.36,28.14,33.78,42.48,15.09,6.81,29.05,43.32,17.97,10.52,15.03,14.87,48.37,19.78
68,13.1,59.39,26.54,20.12,15.81,15.72,0.11,7.79,48.13,14.94,21.26,26.55,21.26,33.12,15.56,36.72,26.98,32.95,61.25,37.02,52.39,9.76,49.86,19.95,21.36,30.57,22.25,47.15,7.99,47.31,9.76,20.98,10.2,7.77,60.72,18.35,10.07,41.79,34.66,29.88,24.62,15.6,14.37,27.0,9.99,18.38,48.1,10.62,32.2,38.45,12.86,14.37,35.52,20.48,38.18,35.45,18.28,24.13,28.67,15.26,40.93,15.01,24.67,60.42,16.59,12.28,8.86,0.0,13.23,40.36,5.91,15.54,34.17,35.41,21.39,39.71,6.54,7.77,26.28,50.59,27.39,22.88,30.88,11.09,43.69,11.74
69,25.0,66.87,16.42,14.74,8.65,25.97,13.26,20.67,41.8,9.56,24.45,17.7,24.45,40.6,10.18,33.1,21.61,27.44,68.73,33.39,49.4,22.64,57.34,22.51,24.54,21.72,29.73,54.63,21.24,54.79,22.64,31.56,6.07,20.66,68.2,19.37,3.18,49.27,21.54,37.36,22.65,9.34,26.27,25.15,22.87,31.27,26.79,23.5,23.35,45.93,25.75,26.27,30.14,27.96,45.66,42.93,20.38,28.33,29.4,27.16,48.41,9.63,28.86,67.9,28.49,24.18,20.56,13.31,0.0,47.67,18.79,25.53,41.65,42.31,24.58,47.19,9.2,20.66,23.49,46.1,31.58,35.77,44.42,5.93,51.17,22.21
70,28.67,19.75,76.51,45.61,47.23,25.31,56.53,38.03,7.84,44.17,27.76,53.92,28.21,28.4,43.93,14.9,42.8,82.91,19.8,15.19,40.56,39.12,29.29,30.28,28.14,50.64,30.28,10.47,33.03,22.88,39.12,19.36,42.25,54.92,19.35,68.31,44.53,36.67,60.92,28.54,74.58,47.03,26.72,76.97,56.52,44.04,72.95,40.55,53.17,27.97,44.36,26.72,51.23,32.61,28.92,42.16,68.24,68.12,78.63,27.99,13.88,44.24,74.73,19.14,26.43,28.99,56.22,56.41,47.69,0.0,36.08,25.58,43.67,44.33,27.48,31.16,47.14,54.92,28.82,39.18,74.52,66.29,74.3,48.06,38.56,29.1
71,8.81,50.68,28.98,25.61,21.3,14.65,5.93,1.97,46.42,20.43,29.59,32.04,30.04,24.41,21.05,35.02,32.47,35.38,52.54,35.31,50.52,3.94,41.15,30.11,29.96,36.05,13.54,38.44,3.23,38.6,3.94,16.69,15.68,6.07,52.01,20.79,15.56,33.08,50.53,21.17,27.05,21.09,10.08,29.44,4.17,12.56,50.54,4.8,37.69,29.74,7.04,10.08,41.0,11.77,29.47,26.74,20.72,26.57,31.11,10.97,32.22,20.5,27.11,51.71,12.3,8.32,8.72,5.82,18.72,36.07,0.0,15.95,16.66,16.83,29.31,31.0,12.03,6.07,24.58,29.91,29.23,21.01,29.01,16.57,34.98,8.0
72,7.53,35.15,52.05,28.4,25.06,0.44,15.59,15.69,20.33,23.41,14.41,35.8,14.86,16.24,23.17,11.34,27.45,58.45,35.67,11.64,28.96,19.37,32.99,14.93,14.79,35.28,7.95,24.98,10.7,30.43,19.37,6.03,20.08,30.46,35.7,43.85,22.35,24.92,43.91,13.01,50.12,24.85,5.58,52.51,32.06,21.17,50.77,20.8,37.81,21.58,35.9,5.58,35.98,8.46,21.31,22.36,43.78,43.65,54.17,4.97,18.75,23.48,50.27,35.39,3.42,7.86,31.76,15.48,25.51,25.35,13.75,0.0,20.8,21.46,14.13,22.83,20.18,30.46,5.7,24.81,50.06,41.83,49.83,25.88,26.81,7.16
