,24.35,26.01,24.72,13.97,18.12,28.58,31.21,24.24,28.41,29.08,31.15,3.72
12,44.68,81.45,25.47,16.91,15.38,43.5,33.18,43.01,58.35,17.78,33.53,0.0,33.19,59.71,19.55,47.06,14.09,37.02,82.41,47.48,72.9,46.06,78.05,27.65,33.42,11.16,48.01,69.55,42.71,72.35,46.06,52.67,21.86,42.83,82.55,29.72,23.77,68.23,9.51,56.7,32.65,18.08,47.1,35.94,44.97,57.8,20.6,47.23,10.06,65.17,50.18,47.1,24.9,48.82,64.61,62.48,27.96,32.79,37.08,48.02,63.19,18.09,33.32,81.92,49.93,45.14,40.46,33.19,22.38,65.01,40.23,42.59,58.3,59.56,33.65,65.96,30.15,42.83,40.24,67.14,35.82,44.59,46.23,28.17,71.09,45.57
13,26.07,51.71,48.61,24.71,25.25,20.89,26.37,31.44,28.61,21.49,1.34,33.17,0.0,39.18,21.32,17.32,20.22,59.48,52.66,17.73,53.37,33.95,55.59,6.21,0.23,31.02,28.48,39.81,24.62,48.3,33.95,27.94,22.86,27.68,52.81,43.76,25.32,48.67,41.67,37.17,48.67,26.5,28.5,53.97,29.64,39.36,48.65,35.66,30.88,43.93,35.09,28.5,27.84,29.29,45.01,42.94,41.68,44.08,54.03,29.41,33.44,21.8,45.09,52.18,27.31,26.53,30.52,26.39,29.41,35.26,28.66,19.97,38.76,40.02,1.98,46.4,30.34,27.68,13.31,47.61,44.91,37.95,42.12,30.25,51.53,27.31
14,19.85,27.35,48.67,52.12,47.24,22.1,31.41,28.5,31.9,46.16,38.3,61.1,39.79,0.0,47.13,24.23,53.75,59.54,28.84,23.47,16.09,24.5,20.9,39.45,39.8,63.38,14.0,23.87,22.46,15.19,24.5,16.64,39.31,27.74,30.45,43.82,40.3,11.08,63.99,8.44,48.73,48.49,16.12,54.03,29.7,22.22,61.69,27.41,64.41,8.01,33.0,16.12,63.66,18.76,7.46,11.73,41.74,44.14,54.09,19.34,19.25,46.46,45.15,29.68,20.47,20.37,30.58,31.07,44.4,33.59,27.11,22.57,22.9,24.16,38.11,8.8,38.62,27.74,29.14,11.92,44.97,38.0,42.18,42.93,13.94,21.12
15,30.24,69.1,29.53,7.86,5.89,28.13,18.74,28.58,46.0,2.13,21.23,19.75,21.8,45.27,0.0,34.71,15.36,40.99,70.06,35.13,58.47,31.62,63.62,15.35,22.04,22.03,33.58,57.21,28.28,57.91,31.62,37.3,7.43,28.39,70.21,31.52,9.33,53.8,27.53,42.27,33.78,7.14,32.67,38.79,30.54,43.37,29.29,32.79,24.08,50.74,35.75,32.67,25.26,34.39,50.18,48.04,29.83,34.66,41.05,33.59,50.84,2.44,35.19,69.57,34.55,30.7,28.95,18.76,13.43,52.66,25.8,27.21,43.86,45.12,21.35,51.52,15.71,28.39,26.55,52.71,37.69,40.16,44.34,14.26,56.66,31.13
16,25.53,34.66,53.73,39.68,39.44,18.08,35.88,36.56,15.52,36.17,16.46,48.14,17.94,21.86,36.0,0.0,35.19,64.6,35.61,0.42,36.37,34.51,38.54,20.89,17.95,45.99,24.01,22.76,29.73,31.24,34.51,10.62,32.37,32.8,35.94,48.87,34.83,31.36,56.64,24.95,53.79,40.69,22.23,59.08,34.75,35.58,62.84,37.53,45.85,26.61,40.21,22.23,43.87,28.78,27.69,32.01,46.8,49.2,59.15,23.18,16.39,36.48,50.21,35.16,21.95,26.06,35.64,35.9,38.93,18.86,33.78,18.73,34.99,36.25,16.26,29.08,39.85,32.8,18.42,32.19,50.03,43.06,47.24,39.76,34.22,26.8
17,39.26,67.72,36.21,6.84,17.7,34.08,30.94,40.77,44.62,13.95,19.8,14.22,19.46,53.37,14.6,33.33,0.0,47.76,68.67,33.74,66.56,43.82,71.6,13.92,19.69,12.07,41.67,55.82,37.81,64.3,43.82,43.25,19.62,40.59,68.82,40.46,21.53,61.89,22.73,50.36,43.39,18.95,41.69,46.68,42.73,52.55,33.97,44.98,11.93,58.83,47.94,41.69,11.19,42.48,58.27,56.13,38.7,43.53,47.82,42.6,49.45,14.25,44.07,68.19,40.5,39.72,41.14,30.95,25.62,51.27,37.99,33.16,51.95,53.22,19.91,59.62,27.91,40.59,26.5,60.8,46.56,51.14,55.32,26.45,64.75,40.5
18,44.78,82.53,14.76,41.59,37.99,54.76,37.18,40.94,71.12,40.39,55.98,36.84,57.47,58.88,42.16,61.58,49.08,0.0,84.01,61.99,66.95,43.99,77.23,55.58,57.47,46.86,47.19,73.61,43.33,70.36,43.99,57.41,39.17,38.1,85.63,19.2,35.85,65.86,32.87,55.88,12.29,40.68,47.21,10.45,41.77,52.38,30.56,45.16,45.74,64.34,48.12,47.21,58.99,47.99,63.78,61.65,19.53,24.73,7.81,48.12,67.25,40.7,25.27,84.85,51.62,45.24,32.4,37.31,33.16,79.02,38.16,55.24,57.47,54.97,55.79,65.13,35.64,38.1,49.57,63.29,27.76,36.53,38.17,33.76,68.72,46.01
19,46.02,3.65,73.82,74.12,73.41,45.4,57.58,54.67,31.08,70.62,50.9,82.58,52.38,28.15,70.44,36.45,69.63,84.7,0.0,36.55,27.99,50.67,17.9,55.33,52.39,80.43,40.17,12.95,48.63,15.43,50.67,35.7,65.48,53.91,2.03,69.99,66.47,23.79,89.14,34.61,73.89,74.66,42.29,79.19,55.87,43.83,86.84,53.01,80.29,26.2,49.94,42.29,78.31,44.93,24.53,30.94,66.89,63.05,79.12,45.51,19.32,70.92,60.35,1.25,45.88,46.54,55.89,57.24,70.57,23.67,53.28,46.05,40.73,39.89,50.71,20.02,64.79,53.91,52.62,25.78,60.17,53.21,55.71,69.1,26.65,47.29
20,25.12,34.24,54.63,40.58,40.34,18.75,36.78,37.46,15.87,37.07,17.36,49.04,18.84,21.44,36.9,2.91,36.09,65.5,35.2,0.0,35.96,34.1,38.13,21.79,18.85,46.89,23.6,22.34,30.4,30.83,34.1,10.2,33.27,33.7,35.52,49.77,35.73,30.94,57.54,24.54,54.69,41.59,21.82,59.98,35.65,35.17,63.74,37.11,46.75,26.2,41.11,21.82,44.77,28.36,27.27,31.6,47.7,50.1,60.05,22.76,15.98,37.38,51.11,34.74,21.54,25.64,36.54,36.8,39.83,18.44,34.68,19.4,34.57,35.83,17.16,28.66,40.75,33.7,19.33,31.78,50.93,43.96,48.14,40.66,33.8,26.39
21,32.16,26.05,54.97,64.41,59.53,34.41,42.39,38.67,42.92,58.45,50.59,73.39,52.08,14.33,59.41,36.37,66.04,65.85,27.53,35.61,0.0,36.37,20.76,51.74,52.09,75.67,26.31,24.91,34.75,13.88,36.37,28.77,51.6,37.62,29.15,51.93,52.59,4.18,70.28,20.75,55.03,60.78,28.43,60.33,37.23,24.97,67.98,34.95,76.7,16.92,31.08,28.43,75.95,30.51,15.25,10.23,48.03,44.19,60.27,31.65,27.94,58.75,41.49,28.37,32.78,32.69,37.04,42.06,56.69,36.2,39.33,34.88,20.02,21.04,50.4,11.59,49.61,37.62,41.46,5.07,41.32,34.35,36.85,54.03,9.82,33.43
22,16.88,48.89,35.66,38.25,33.37,24.82,15.79,5.7,42.78,32.28,31.99,47.23,33.47,24.09,33.25,35.11,45.74,46.53,50.38,34.35,35.51,0.0,42.44,33.13,33.48,49.51,12.4,38.83,12.68,36.73,0.0,23.55,25.44,12.07,52.0,30.8,26.43,32.62,50.98,21.09,35.72,34.62,15.31,41.01,8.71,15.29,48.67,4.71,51.56,29.55,10.2,15.31,55.65,12.77,29.0,25.08,28.73,32.22,41.07,18.54,32.46,32.59,33.2,51.22,21.73,17.34,17.23,15.46,30.52,45.32,7.31,25.3,19.58,20.84,31.79,30.34,23.01,12.07,25.57,29.75,33.05,26.08,30.26,29.56,35.48,18.11
23,38.29,19.35,67.11,70.56,65.68,40.54,49.85,46.94,37.12,64.6,53.93,79.54,55.42,20.42,65.57,39.48,72.19,77.98,17.84,39.58,21.7,42.94,0.0,57.89,55.42,81.82,32.43,19.11,40.9,8.73,42.94,34.86,57.75,46.18,19.87,62.26,58.74,17.49,82.43,26.88,67.17,66.93,34.56,72.47,48.14,37.53,80.13,45.28,82.85,18.47,43.64,34.56,81.34,37.2,16.8,24.65,60.18,56.75,72.53,37.78,22.35,64.9,54.05,19.1,38.91,38.81,49.02,49.51,62.84,30.4,45.55,41.01,34.43,33.6,53.74,12.28,57.06,46.18,47.58,19.49,53.88,46.91,49.41,61.37,17.97,39.56
24,25.8,54.26,42.68,18.79,19.04,20.62,23.0,31.17,31.16,15.28,6.34,27.25,6.91,39.91,15.11,19.87,14.3,54.14,55.21,20.28,53.1,33.68,58.14,0.0,7.14,25.1,28.21,42.36,24.35,50.84,33.68,29.79,19.43,27.41,55.36,43.49,21.34,48.43,35.75,36.9,46.93,20.29,28.23,51.94,29.37,39.09,42.44,35.39,24.96,45.37,34.82,28.23,24.21,29.02,44.81,42.67,41.41,43.82,53.76,29.14,35.99,15.59,44.82,54.73,27.04,26.26,30.25,23.02,25.44,37.81,28.39,19.7,38.49,39.76,6.45,46.16,26.97,27.41,13.04,47.34,44.65,37.68,41.86,26.27,51.29,27.04
25,26.39,51.65,48.93,26.12,26.65,21.21,27.77,31.76,28.55,22.9,1.28,34.57,1.43,39.12,22.72,17.26,21.63,59.8,52.6,17.67,53.63,34.27,55.53,7.61,0.0,32.42,28.8,39.75,24.94,48.23,34.27,27.88,24.26,28.0,52.75,44.08,26.72,48.61,43.08,37.49,48.99,27.9,28.82,54.29,29.96,39.68,50.05,35.98,32.29,43.87,35.41,28.82,29.24,29.61,44.95,43.26,42.0,44.4,54.35,29.73,33.38,23.2,45.41,52.12,27.63,26.85,30.84,27.79,30.82,35.2,28.98,20.29,39.08,40.34,1.92,46.34,31.74,28.0,13.63,47.93,45.23,38.27,42.44,31.65,51.47,27.63
26,46.96,79.01,34.65,18.13,17.67,45.37,35.46,45.29,55.91,20.07,31.08,11.16,30.75,61.99,21.84,44.62,12.32,46.2,79.96,45.03,75.19,48.34,80.34,25.21,30.98,0.0,50.3,67.11,45.0,74.63,48.34,54.54,24.14,45.11,80.11,38.89,26.05,70.52,17.46,58.99,41.83,20.36,49.39,45.12,47.26,60.09,30.81,49.51,6.41,67.45,52.47,49.39,19.97,51.1,66.9,64.76,37.14,41.97,46.25,50.3,60.74,20.37,42.5,79.48,51.79,47.42,43.57,35.48,24.66,62.56,42.51,44.45,60.58,61.84,31.2,68.24,32.43,45.11,37.79,69.43,45.0,53.77,55.41,30.98,73.38,47.85
27,9.58,38.76,37.21,40.66,35.78,15.35,19.95,17.04,32.64,34.7,26.85,49.64,28.33,13.96,35.67,24.98,42.3,48.09,40.24,24.21,27.5,13.04,32.3,28.0,28.34,51.92,0.0,28.69,11.0,26.6,13.04,13.42,27.86,16.28,41.86,32.36,28.84,22.48,52.53,10.95,37.27,37.04,5.85,42.57,18.24,14.11,50.23,16.05,52.95,19.42,21.54,5.85,52.21,5.68,18.86,17.69,30.28,32.68,42.63,9.07,22.32,35.0,33.69,41.08,12.26,10.1,19.12,19.61,32.94,35.18,15.65,15.83,13.51,14.78,26.66,20.2,27.17,16.28,20.43,22.36,33.52,26.55,30.72,31.47,25.34,10.85
28,34.33,11.9,63.15,61.17,60.93,32.44,45.89,42.98,18.13,57.66,37.94,69.63,39.43,23.0,57.49,23.5,56.68,74.02,12.85,23.59,26.48,38.98,19.7,42.38,39.44,67.48,28.48,0.0,36.94,13.03,38.98,22.75,53.79,42.22,13.18,58.3,54.78,22.27,78.13,27.08,63.21,62.18,30.6,68.51,44.18,40.05,76.17,41.99,67.34,19.69,47.48,30.6,65.36,33.25,20.77,29.43,56.22,58.62,68.57,33.82,6.37,57.97,58.83,12.4,32.93,34.85,45.06,45.55,58.88,11.41,41.59,33.09,39.21,38.38,37.75,18.5,53.1,42.22,39.67,24.27,58.66,51.69,54.19,57.41,25.13,35.6
29,7.5,47.34,32.19,33.52,28.64,17.48,13.37,8.92,36.97,27.55,21.83,42.49,23.31,22.53,28.52,27.43,37.28,43.07,48.82,27.84,35.73,11.4,40.88,22.98,23.32,44.78,10.84,37.27,0.0,35.17,11.4,20.13,20.71,11.26,50.44,27.34,21.69,31.06,47.51,19.53,32.25,29.89,9.93,37.55,10.89,21.72,45.21,12.57,46.83,28.0,16.1,9.93,47.19,11.65,27.44,25.3,25.26,27.67,37.61,10.84,30.9,27.86,28.67,49.66,14.34,7.87,14.1,13.04,25.79,41.9,6.05,17.6,21.12,22.38,21.64,28.78,19.56,11.26,15.41,29.97,28.5,21.53,25.7,25.65,33.92,8.74
30,33.88,13.39,61.68,66.15,61.27,36.13,45.44,42.53,30.27,60.19,46.23,75.13,47.71,16.01,61.16,31.78,64.96,72.57,14.88,31.88,15.85,38.53,8.64,50.66,47.72,75.76,28.03,12.26,36.49,0.0,38.53,28.07,53.35,41.77,16.49,57.85,54.33,11.65,77.0,22.47,61.75,62.52,30.15,67.05,43.73,31.69,74.7,40.87,75.62,14.06,37.8,30.15,73.64,32.8,12.4,18.81,54.75,50.91,66.98,33.37,14.65,60.49,48.21,15.71,34.5,34.41,43.76,45.1,58.43,23.55,41.14,36.61,28.59,27.76,46.04,7.88,52.66,41.77,43.18,13.65,48.04,41.07,43.57,56.96,14.51,35.15
31,16.88,48.89,35.66,38.25,33.37,24.82,15.79,5.7,42.78,32.28,31.99,47.23,33.47,24.09,33.25,35.11,45.74,46.53,50.38,34.35,35.51,0.0,42.44,33.13,33.48,49.51,12.4,38.83,12.68,36.73,0.0,23.55,25.44,12.07,52.0,30.8,26.43,32.62,50.98,21.09,35.72,34.62,15.31,41.01,8.71,15.29,48.67,4.71,51.56,29.55,10.2,15.31,55.65,12.77,29.0,25.08,28.73,32.22,41.07,18.54,32.46,32.59,33.2,51.22,21.73,17.34,17.23,15.46,30.52,45.32,7.31,25.3,19.58,20.84,31.79,30.34,23.01,12.07,25.57,29.75,33.05,26.08,30.26,29.56,35.48,18.11
32,14.92,34.64,47.82,43.06,38.58,9.7,30.56,27.72,19.23,37.32,26.01,52.44,27.49,15.34,37.14,11.56,43.86,58.69,35.6,10.8,29.86,23.9,34.66,29.56,27.5,54.66,13.39,22.75,20.19,28.16,23.9,0.0,31.51,26.89,35.93,42.97,33.97,24.84,60.23,14.56,47.88,39.83,11.61,53.18,28.85,24.96,60.84,26.91,54.52,20.1,32.4,11.61,53.42,18.16,21.17,24.43,40.89,43.29,53.24,12.56,16.38,37.62,44.3,35.15,11.33,15.44,29.73,30.22,38.07,21.76,24.84,10.35,24.37,25.63,25.82,22.56,35.88,26.89,16.92,25.68,44.12,37.15,41.33,38.9,27.7,16.19
33,22.82,62.65,27.83,12.81,7.93,22.5,11.32,21.15,42.21,6.84,22.8,21.79,23.38,37.85,7.81,30.92,20.3,39.29,64.14,31.34,51.04,24.2,56.19,19.28,23.61,24.07,26.16,52.58,20.86,50.49,24.2,31.67,0.0,20.97,65.75,28.11,3.32,46.37,29.58,34.85,32.08,9.18,25.25,37.09,23.12,35.94,31.33,25.37,26.12,43.31,28.32,25.25,30.21,26.96,42.75,40.62,27.75,30.92,39.35,26.16,46.22,7.15,31.45,64.97,28.93,23.28,21.52,11.33,7.42,48.87,18.37,21.59,36.44,37.7,22.92,44.1,8.29,20.97,21.9,45.28,33.95,32.74,36.92,8.25,49.23,23.71
34,13.98,52.07,27.67,33.8,28.92,23.96,11.35,7.83,40.32,27.83,25.18,42.78,26.67,28.08,28.8,30.78,40.63,38.54,53.56,31.2,36.5,10.46,46.43,26.33,26.68,45.06,16.39,42.82,12.53,39.91,10.46,26.61,20.99,0.0,55.17,22.81,21.98,35.41,42.99,25.08,27.73,30.17,16.41,33.02,4.29,18.86,40.68,11.62,47.11,33.55,10.68,16.41,50.54,17.2,32.99,30.85,20.74,23.59,33.08,17.32,36.45,28.14,24.6,54.39,20.82,14.44,7.85,11.01,26.08,48.22,7.58,24.44,25.38,24.52,24.99,34.33,18.56,0.0,18.77,32.83,24.42,17.45,21.63,22.25,38.27,15.22
35,47.61,3.98,75.44,74.33,74.09,45.73,59.17,56.26,31.03,70.82,51.1,82.79,52.59,29.76,70.65,36.66,69.84,86.32,2.03,36.88,29.61,52.26,19.93,55.54,52.6,80.64,41.76,13.28,50.22,17.04,52.26,36.03,67.02,55.5,0.0,71.58,68.06,25.4,90.76,36.22,75.51,75.34,43.88,80.8,57.46,45.44,88.45,54.62,80.5,27.82,51.56,43.88,78.52,46.53,26.15,32.56,68.51,64.66,80.74,47.1,19.65,71.13,61.97,0.78,46.21,48.14,57.51,58.83,72.16,23.17,54.87,46.38,42.35,41.51,50.91,21.63,66.39,55.5,52.95,27.4,61.79,54.82,57.32,70.69,28.26,48.88
36,29.39,68.2,10.61,34.64,29.01,39.37,21.79,25.55,55.73,31.41,40.59,29.89,42.07,43.49,33.18,46.19,42.13,19.4,69.68,46.6,52.62,28.6,61.84,41.74,42.08,39.91,31.8,58.22,27.94,56.03,28.6,42.02,28.19,22.71,71.3,0.0,24.87,51.53,25.93,40.49,8.88,31.71,31.81,13.89,26.38,38.05,23.62,29.77,38.8,48.95,32.72,31.81,52.04,32.6,48.39,46.26,4.15,10.4,16.48,32.73,51.86,31.72,10.94,70.52,36.23,29.85,17.01,21.92,24.18,63.63,22.77,39.85,42.08,40.64,40.4,49.74,22.88,22.71,34.18,48.96,13.43,22.2,23.84,21.0,54.39,30.62
37,23.82,63.66,24.51,14.71,9.83,24.96,12.32,22.15,44.68,8.75,25.27,23.69,25.84,38.85,9.72,33.38,22.21,35.97,65.14,33.8,52.05,25.2,57.2,21.67,26.07,25.98,27.16,53.59,21.86,51.49,25.2,34.13,3.32,21.97,66.76,24.79,0.0,47.38,31.47,35.85,28.76,11.09,26.25,33.77,24.12,36.95,31.46,26.37,28.03,44.32,29.33,26.25,32.12,27.97,43.76,41.62,24.43,27.6,36.03,27.16,47.22,9.06,28.13,65.98,30.66,24.28,21.15,12.34,4.13,51.33,19.37,24.05,37.44,38.7,25.38,45.1,8.04,21.97,24.37,46.29,30.63,33.74,37.92,4.93,50.24,24.71
38,28.34,22.62,55.05,60.61,55.73,30.58,39.89,36.99,39.5,54.64,46.79,69.59,48.28,10.51,55.61,32.55,62.24,65.93,24.11,31.78,5.15,32.99,17.33,47.94,48.29,71.87,22.48,21.49,30.95,10.46,32.99,24.95,47.8,36.23,25.72,52.01,48.79,0.0,70.37,16.92,55.12,56.98,24.61,60.41,37.32,24.77,68.06,33.62,72.9,13.49,31.17,24.61,72.15,27.25,11.82,8.9,48.12,44.27,60.35,27.83,24.51,54.95,41.58,24.94,28.96,28.86,37.12,39.55,52.89,32.78,35.59,31.06,18.68,19.95,46.6,8.16,47.11,36.23,37.63,3.74,41.4,34.43,36.93,51.42,6.09,29.61
39,48.98,86.73,21.61,25.41,23.17,51.3,40.97,45.14,66.85,25.58,42.03,9.51,41.7,63.08,27.35,55.56,22.59,33.17,88.21,55.98,71.15,48.19,81.43,36.15,41.93,17.46,51.39,77.82,47.53,74.57,48.19,60.47,29.65,42.31,89.83,25.86,31.47,70.06,0.0,60.08,28.79,25.87,51.41,32.09,45.98,56.58,13.35,49.36,14.69,68.55,52.32,51.41,29.96,52.2,67.99,65.85,24.1,28.93,33.22,52.32,71.45,25.88,29.47,89.05,55.82,49.44,36.6,40.99,27.35,73.51,42.36,50.38,61.67,59.17,42.15,69.33,35.83,42.31,48.74,67.49,31.96,40.74,42.37,30.34,72.92,50.22
40,16.78,33.14,45.6,49.05,44.17,19.02,28.34,25.43,33.81,43.09,35.23,58.03,36.72,8.34,44.06,26.14,50.68,56.47,34.63,25.38,21.88,21.43,26.69,36.38,36.73,60.31,10.92,27.0,19.39,20.98,21.43,14.67,36.24,24.67,36.24,40.75,37.23,16.87,60.92,0.0,45.66,45.42,13.05,50.96,26.63,18.7,58.62,22.61,61.34,13.8,29.93,13.05,60.59,15.69,13.25,13.74,38.67,41.07,51.02,16.27,21.81,43.39,42.08,35.47,17.4,17.3,27.51,28.0,41.33,36.15,24.04,19.5,18.1,19.36,35.04,14.59,35.55,24.67,26.07,17.7,41.9,34.93,39.11,39.86,19.73,18.05
41,34.19,72.17,12.44,36.47,30.84,44.17,26.59,30.35,60.53,33.24,45.39,31.72,46.88,48.29,35.01,50.99,43.96,11.79,73.66,51.4,56.6,33.4,66.64,46.54,46.88,41.74,36.6,63.02,32.74,60.01,33.4,46.82,32.02,27.51,75.27,8.56,28.7,55.51,27.76,45.29,0.0,33.54,36.62,6.28,31.18,42.02,25.45,34.57,40.63,53.75,37.53,36.62,53.87,37.4,53.2,51.06,8.88,14.38,8.87,37.53,56.66,33.55,14.91,74.49,41.03,34.65,21.81,26.72,26.01,68.43,27.57,44.65,46.88,44.62,45.2,54.54,28.49,27.51,38.98,52.94,17.41,26.18,27.82,26.61,58.37,35.42
