0 1822 1619 2919 3815 2575 1088 1127
1780 0 3280 4519 4706 4235 2715 2788
1573 3242 0 2100 3300 1734 1167 894
2923 4523 2069 0 2726 1293 2294 2270
3822 4646 3288 2792 0 2207 3147 3168
2547 4216 1692 1342 2226 0 1883 1893
1148 2673 1331 2391 3085 2042 0 637
1119 2788 932 2339 3235 1995 543 0
