27000 58210 2600 23620 15260 37910 890 16880 16880 42600 0 29220 12670 32030 58730 29510 51400 24650 59350 13670 16980 17360 31730 48040 23250 56790 24650 29210 5080 22660 59160 23960 6750 51270 21460 39360 27240 2400 28270 29740 24870 33270 28320 25500 19000 47930 27750 21200 29970 47660 44930 24970 32920 33990 29160 41810 960 33450 58950 26600 26180 24140 15320 9910 20800 44310 17010 49190 12050 22660 36170 37770 45770 10280 53170 24210
18240 30000 33090 11710 30320 10300 30030 13620 14070 18340 29790 0 28660 65530 30520 290 31790 28690 33080 16140 14000 36500 19860 19820 30660 26660 28690 8930 28110 37540 30540 50930 30390 27740 46780 18120 57200 32890 16300 59590 39140 33620 58810 30120 39030 21140 42980 37080 22190 22090 26550 50860 50740 61250 17570 13600 30100 57350 30240 16000 18570 38840 30370 33550 36820 33910 13340 25660 33000 37540 57140 48910 56920 33920 29640 18670
41150 56840 13690 27520 26610 36550 11990 15390 15480 56450 12250 27860 0 47940 57370 28150 65260 36000 59930 12180 15580 8340 45580 46670 37460 53500 36000 33110 16440 34010 57790 44660 18100 65130 18620 53220 46040 13490 42420 47680 36230 57880 32020 36860 10870 61790 39100 9040 43820 61520 58780 43500 51450 49910 43320 40450 12050 51990 57590 30500 40330 35490 26670 21260 32150 58170 15520 63040 23400 34010 54710 55720 63720 21630 67020 40350
48350 104670 31380 54190 36710 78670 32460 61830 62280 63650 33250 67260 48730 0 106540 67560 81140 42310 80400 46320 62210 48330 52780 77690 44660 92600 42310 56240 33170 38110 106010 14420 30260 82500 34580 60420 9210 32070 49620 8050 40770 63110 29050 43170 44800 68990 45420 57270 51020 68720 65980 15070 26630 7850 50520 71460 32530 27160 105710 51840 47530 32280 36860 27390 38460 64160 61550 70240 30280 38110 29880 37250 42720 29080 84390 47550
42590 1830 71610 35660 62010 25430 59480 43060 43510 29090 59230 30200 58110 101870 0 29730 30950 48650 16620 45590 43440 65940 39820 10700 49130 14290 48650 29710 65990 60400 1130 73790 65870 27050 118730 32850 93540 71400 40360 95930 62000 54960 118730 48960 68470 26230 61640 66530 42150 25140 32540 88910 73630 97540 42420 16920 59550 72280 820 38070 42910 71320 61890 69030 52180 42860 42780 21550 68110 60400 72070 63840 67870 71890 28950 43020
17950 29700 33570 13250 30790 10690 30510 14090 14540 18050 30260 1230 29140 66000 30230 0 31490 28400 32790 16620 14470 36970 19560 19530 22310 26360 28400 8640 28590 38010 30250 51410 30870 27450 47260 17820 57680 33360 16000 60060 39610 33330 59280 29830 39500 20850 43460 37560 21890 21800 26260 51340 51210 61730 17270 13310 30580 57820 29940 15710 18280 39310 30850 34020 37300 33620 13810 25370 33480 38010 57610 49390 57390 34390 29350 18380
26760 29210 51810 28390 53150 44400 50940 52350 52810 13330 51560 31810 65390 76010 31070 31350 0 25060 22090 52870 52730 66570 23990 29760 29330 17130 25060 25480 46200 46930 30540 64780 46070 2010 92870 17020 67680 51600 24530 70070 40530 29110 92880 26520 75760 15240 35780 73930 22340 14140 6080 63050 47770 71680 26590 29890 51010 46420 30240 26760 27090 45460 53040 49230 42640 17000 52070 10970 59260 46930 46210 37990 42010 61010 5140 27190
14800 46520 25560 15530 10190 34260 24690 33850 34300 20240 25310 27840 36730 39650 48380 27370 25000 0 36990 34370 34230 40320 9370 34280 7210 34440 0 18580 19950 7050 47850 25050 19820 28920 54800 17010 31320 25350 10080 33710 5320 9770 54800 2000 41950 25580 5820 45270 7510 25310 18530 24980 23660 35370 12140 28050 24760 31370 47550 13190 13970 12990 10080 22980 4350 16700 33570 26830 16290 7050 30070 21840 29840 20840 30810 13990
31280 16420 60300 32910 50700 32680 59430 45670 46120 17790 60050 32810 73880 77080 16600 32340 22300 37350 0 61360 46050 75060 28510 18030 37820 6850 37350 29930 54690 49090 17730 62490 54560 18410 92230 21540 68750 60090 29050 71140 50690 46320 92240 37650 84250 14930 53000 69130 30840 13830 23900 62420 64980 72800 31110 19530 59500 63630 17420 31280 31610 50390 50590 57720 40870 34220 45390 10240 56800 49090 63430 55200 59220 60580 15370 31710
29120 44810 15600 15490 19960 24520 13890 3360 3360 44420 13640 15830 12520 45020 45340 16120 53230 36280 47900 0 3450 20360 33550 34640 25430 41470 36280 21080 17650 32310 45760 45700 19320 53100 30640 41190 40230 15390 30390 42730 33910 45850 41310 36300 22890 49760 37750 21050 31790 49490 46750 45630 45510 56020 31280 28420 13960 52120 45560 18470 28300 33610 20020 22470 31590 46130 3490 51010 22650 32310 51910 43680 51690 22850 54990 28320
28780 42470 19130 15150 21500 22170 17420 260 350 31820 17170 13480 16430 59960 42990 13770 45270 35930 45550 3530 0 24270 33210 32290 25090 39130 35930 22410 19300 31970 43420 45360 21570 41220 34550 40840 51630 18920 30050 54020 33570 45500 44840 35960 26800 34620 37410 23870 31450 35570 46410 45290 45160 55680 30940 26070 17490 51770 43210 18130 27960 33270 21560 24730 31250 45790 440 39140 24190 31970 51570 43340 51340 25100 43120 27970
42280 64990 15510 35670 30540 44690 16590 23530 23630 57880 17370 36000 8460 47890 65510 36290 66680 39920 74620 20320 23720 0 47010 54820 38520 72070 39920 41260 20360 37940 65940 44600 22030 66550 14060 54640 45980 16200 43550 47630 40150 48540 24830 40780 4160 63210 43030 12330 45240 62940 60200 43450 51390 49860 44440 48590 16660 51930 65730 38650 41460 40820 30590 21800 36070 59590 23670 64470 27320 37940 54650 62010 67490 25560 68450 39490
4800 38030 32860 8020 23260 25770 31990 33400 33850 11760 32610 19350 46440 49640 39890 18890 24480 9910 28500 33920 33780 47610 0 25790 10380 25950 9910 10090 27250 21650 39360 35040 27120 20430 64790 8520 41310 32650 2570 43700 23250 14830 64800 11340 56800 17090 15150 54970 2200 16820 15740 34970 34850 45360 4620 19570 32060 41460 39060 5670 5120 22950 23150 30280 13430 15120 33120 18350 29360 21650 41250 33020 41030 33140 22330 5230
28560 10170 51830 24960 47980 14730 48780 32360 32810 20340 48530 19500 47410 74360 10700 19030 30170 34620 18900 34890 32740 55240 25790 0 35100 12490 34620 19010 51970 46370 10720 59760 51840 26280 65520 21790 66030 51630 26330 68420 47970 39550 89510 36050 57770 17580 39870 55830 28120 18530 31770 59690 59570 70080 28390 6220 48840 71510 10410 27370 28890 47670 47860 55000 38150 42090 32080 20780 54080 46370 71300 63070 67090 57860 28180 28990
5740 47610 23800 11580 8030 41660 22930 24820 25270 21340 23550 30250 37860 41060 49470 30540 30140 6620 38080 25340 25200 38560 10470 35370 0 35530 6620 13630 18190 13070 48940 26460 18060 30010 56210 18100 32730 23600 7010 35120 7380 22760 56210 7480 40190 26670 10250 46390 8700 26400 23670 26390 26260 36780 7900 29150 23000 32880 48640 9230 5250 14370 7910 21220 3240 23050 24540 27930 13350 13070 32670 24440 32440 20730 31910 4930
29850 12430 58870 31480 49270 27630 58000 39080 39530 16350 58620 26220 54130 89130 14290 25750 18210 35910 6820 41610 39460 61960 27080 12980 36390 0 35910 22000 53250 47660 13770 61050 53130 14310 105990 20110 80800 58660 27620 83190 49260 42230 105990 36220 64490 13490 48900 62550 29410 12400 19800 76170 60890 84800 29680 12940 58070 59540 13460 29840 30180 58580 49150 56290 39440 30120 38800 8810 55370 47660 59330 51100 55130 59150 16210 30280
14800 46520 25560 15530 10190 34260 24690 33850 34300 20240 25310 27840 36730 39650 48380 27370 25000 0 36990 34370 34230 40320 9370 34280 7210 34440 0 18580 19950 7050 47850 25050 19820 28920 54800 17010 31320 25350 10080 33710 5320 9770 54800 2000 41950 25580 5820 45270 7510 25310 18530 24980 23660 35370 12140 28050 24760 31370 47550 13190 13970 12990 10080 22980 4350 16700 33570 26830 16290 7050 30070 21840 29840 20840 30810 13990
9310 29180 31280 5960 26840 15680 29640 22120 22580 12400 29390 9260 33670 53230 29700 8800 25840 19760 29870 21150 22500 41510 10930 19010 13680 22110 19760 0 26300 25230 29720 38630 28580 21800 50130 9270 44900 31080 7370 47280 26830 24690 68380 21190 44040 15200 25010 45590 13250 16150 18620 38560 38430 48950 8640 12780 29710 45040 29420 7070 9640 26530 26730 31740 16730 24980 21840 19720 26210 25230 44840 36610 44610 32110 23700 9740
21920 63780 5610 20530 10180 36360 4740 19010 19020 37510 5360 27670 16790 33160 65650 27960 46320 19560 54260 17700 19110 20370 26640 51550 18160 51710 19560 26120 0 17580 65120 22750 2910 46190 24460 34280 28370 5410 23190 30870 19790 28180 31330 20420 22010 42850 22660 25320 24880 42580 39840 22750 27730 35130 24080 45320 4810 28270 64820 23510 21090 19050 10230 6070 15710 39230 19140 44100 6960 17580 30990 32680 40680 6440 48080 19130
15770 69070 23040 21610 7680 46080 22170 29240 29690 31070 22790 34680 42280 34720 70930 34970 45530 6510 47820 29760 29620 37800 20200 45100 12080 56990 6510 23650 17430 0 70410 20130 17310 46890 49870 27830 26390 22840 17040 28780 2770 13940 49880 7370 39440 36400 6770 50820 18440 36130 33400 20060 17840 30440 17930 38880 22240 24450 70100 19260 14940 6770 7560 20460 6110 28550 28960 37660 13780 0 24240 16020 24020 18330 48790 14960
39280 1850 62730 35680 58700 25490 59670 43250 43700 28620 59420 30390 58300 101390 1130 29750 30470 45350 17740 45780 43630 66130 36510 10720 45820 13810 45350 29730 57750 57090 0 70490 62560 26580 118250 32370 93060 62520 37050 95450 58690 54490 118250 48480 68660 25760 61160 66720 38840 24660 32060 88430 73150 97060 39110 16950 59740 71800 310 38090 39610 70840 58590 65720 48870 42380 42970 21070 64800 57090 71590 63370 67390 68590 28470 39710
30330 88550 23410 36170 18680 60640 24490 43800 44260 45630 25280 49240 43330 14450 90420 49530 65020 24290 62380 44320 44180 42930 34760 59660 26640 76480 24290 38210 22740 20090 89890 0 19830 66380 29180 42390 6010 24110 31600 8510 22740 46990 29180 25150 39390 50960 27390 51860 33000 50700 47960 1780 10510 11890 32490 53440 24560 11040 89590 33820 29510 14250 18830 19420 20440 48040 43530 52220 17820 20090 13760 21130 26600 16620 68270 29520
21840 63710 7280 22810 10100 38640 6410 21290 21300 37440 7030 29950 18450 30250 65570 30240 46240 19490 54190 19350 21390 22030 26570 51470 18090 51630 19490 28400 2910 17500 65050 19830 0 46120 24730 34200 25460 7070 23110 27960 19720 28110 29980 20350 23670 42770 22590 26990 24810 42510 39770 19840 24820 32220 24010 45250 6480 25360 64740 25330 21020 18160 10160 3180 15640 39150 21420 44030 6040 17500 28080 32610 40610 3530 48010 19050
23030 25530 52050 24660 42450 40720 51180 52590 53040 9600 51800 28080 65630 77690 27390 27610 2360 29100 18420 53110 52970 66810 20260 26080 29570 13450 29100 21750 46440 40840 26860 66460 46310 0 94560 13290 69360 51840 20800 71750 42210 18680 94560 25910 76000 11560 37470 74160 22590 10470 5470 64740 49450 73360 22860 26220 51250 48100 26560 23030 23360 47150 42340 49470 32620 14230 52310 7290 48550 40840 47900 39670 43690 52330 3630 23460
59930 116250 19600 44360 34630 55080 20690 33920 34010 75230 21470 46390 18450 34690 118110 46680 92710 53890 91980 30710 34110 13860 64360 89260 56240 104170 53890 49950 24460 49690 117580 31410 24730 94070 0 71990 32790 20300 61200 34430 52340 74690 10770 54750 11970 80560 56990 23440 62600 80290 77560 30250 38200 36660 62090 83040 20760 38740 117280 63420 59100 43850 34690 21540 50040 75730 34050 81820 29110 49690 41460 48820 54290 24860 95960 59120
11260 31020 40280 12890 30680 24940 39410 40820 41270 4750 40030 18520 53860 57060 32880 18050 17470 17330 21490 41340 41200 55030 8490 21740 17800 18940 17330 9280 34670 29070 32350 42460 34540 13420 72210 0 48730 40070 9030 51120 30670 17430 72220 17160 64220 10080 22570 62390 10820 9810 10320 42390 42270 52780 11090 17260 39480 48880 32050 11260 11590 30370 30570 37700 20850 17720 40540 11340 36780 29070 48670 40440 48450 40560 15320 11690
36460 91210 26640 42300 24810 66780 27720 49940 50390 51760 28510 55370 46550 9090 93070 55660 67670 30420 68510 50460 50320 46160 40890 65800 32770 79130 30420 44350 28430 26220 92550 6010 25520 69030 32410 48530 0 27330 37730 3150 28880 49650 32410 31280 42620 57100 33530 55090 39130 56830 54090 6660 13160 6530 38620 59570 27790 13700 92240 39950 35640 20390 24960 22650 26570 50690 49660 58350 25540 26220 16420 23780 29260 24340 70930 35660
27560 69420 1470 25540 15820 41370 1870 18930 18940 43150 2650 32670 14070 30890 71280 32970 51950 25200 59900 15720 19030 16230 32280 51490 23800 57340 25200 31130 5640 23220 62610 22830 7300 51830 20320 39920 26100 0 28820 28610 25430 33820 27190 26060 17860 48480 28300 22610 30520 48220 45480 23840 31780 32860 29720 45260 1940 32320 62400 28520 26730 24690 15870 8110 21350 44860 19060 49740 12600 23220 35040 38320 47880 10830 53720 24760
2720 38380 29560 5640 20250 23360 28690 30390 30840 12110 29310 16950 43430 46630 40240 16480 24830 10510 28850 30910 30770 44320 2210 26140 7080 26300 10510 7680 23950 18640 39710 32030 23820 20780 61780 8870 38300 29350 0 40690 20240 15420 61790 11940 45950 17440 15750 51960 2730 17170 16330 31960 31840 42350 2390 19920 28760 38450 39410 3300 3050 19940 20140 26980 10130 15710 30110 18700 20440 18640 38240 30020 38020 26490 22680 3150
40570 95310 30740 46410 28920 70880 31830 54040 54490 55870 32610 59480 48480 8060 97170 59770 71770 34530 72610 54560 54420 48080 45000 69900 36880 83240 34530 48450 32530 30330 96650 10110 29620 73140 34330 52630 4900 31440 41830 0 32980 53750 34330 35390 44540 61200 37630 57010 43230 60930 58200 10770 17270 4250 42730 63680 31900 17800 96340 44060 39740 24490 29070 26750 30680 54790 53760 62460 29640 30330 20520 27890 33360 28440 75030 39760
13100 63270 25520 18940 10150 50210 24650 33370 33820 25050 25270 38810 36690 37600 65140 39100 39730 4850 56160 33890 33750 40280 14180 39080 7520 51200 4850 20980 19910 2990 64610 23000 19790 41100 52750 21810 29270 25320 14370 31660 0 11990 52750 5710 41910 30380 4820 45230 12320 30110 23330 22930 19620 33320 15260 32860 24720 26230 64310 16590 12610 9640 10040 22940 4310 16250 33090 31640 16250 2990 26030 17800 25800 21200 42990 12290
17370 52140 33860 20590 18490 39330 32990 45100 45550 16810 33610 32910 58140 58010 54000 32450 19280 9520 45020 45620 45480 48620 14450 52690 22080 40060 9520 23650 28250 14810 53470 46780 28120 18280 74870 17040 49680 33650 15140 52070 13080 0 74880 7930 50250 22150 12040 66670 15090 21880 13710 45060 29770 53680 17200 33130 33060 28420 53170 18250 17700 27460 18380 31280 12650 4270 44820 33900 24590 14810 28210 19990 24010 29140 31850 17800
61500 117820 26390 51150 49850 66970 27470 44540 44540 76800 28260 58280 31780 28870 119680 58570 94280 55460 93540 41330 44640 24580 65930 90830 57810 105740 55460 69380 31240 51260 119150 32980 29900 95640 10710 73560 34360 27090 62760 36000 53910 76260 0 56320 22680 82130 58560 34160 64160 81860 79130 31820 39770 38230 63660 84610 27540 40310 118850 64990 60670 45420 50000 26720 51610 77300 44670 83390 35060 51260 43030 50390 55860 30030 97530 60690
11380 49610 26080 17230 10710 35950 25210 34370 34820 20840 25830 39810 37250 40170 51470 29070 26620 1740 37590 34890 34750 40840 11070 35970 7730 37530 1740 20270 20470 7030 50950 25570 20350 25620 55320 17040 31840 25880 11780 34230 5300 7760 55320 0 42470 26180 4260 45790 9210 25910 20440 25500 21810 35890 13830 29750 25280 22740 50640 14880 11160 13510 10600 23500 4870 12030 34090 27430 16810 7030 25240 17820 27440 21360 29280 12500
44060 67210 17290 37890 32320 46920 18380 25750 25850 66820 19160 38220 10680 45110 67740 38520 75620 41710 70300 22550 25940 4070 55950 57040 40310 63870 41710 43480 22150 39720 68160 41820 23810 75500 12180 63590 43200 17990 45330 44850 41940 50330 22950 42570 0 72160 44810 11480 54190 71890 69150 40670 48620 47080 46230 50820 18450 49150 67950 40870 43240 42600 32380 23580 37860 68530 25890 73410 29110 39720 51870 59240 64710 27340 77390 41270
19810 24320 48830 21440 39230 29030 47960 34400 34860 6320 48580 21540 62410 65610 26180 21080 16260 25870 14800 49890 34780 63580 17040 17560 26350 12240 25870 15210 43210 37620 25660 51010 43090 12210 80760 10070 57280 48620 17580 59670 39220 22130 80760 26180 72770 0 31120 70940 19370 1210 13800 50940 50820 61330 19640 15100 48030 57430 25350 19800 20140 38920 39110 46250 29400 26740 34130 4640 45330 37620 57220 48990 53180 49110 13090 20240
15820 58630 28240 22220 12870 54110 27370 37270 37720 23060 27990 42710 39410 41520 60490 43000 35090 5490 51520 37790 37650 43000 16080 40980 10240 46550 5490 25280 22630 6910 59970 26920 22500 36450 56670 19250 33190 28030 16770 35570 4920 9050 56670 4510 44630 28390 0 47950 12950 28120 22660 26850 19600 37240 17980 34760 27440 20540 59660 19880 15330 10510 12760 25660 7030 13320 36990 40390 18970 6910 23040 15610 21570 23520 38350 15010
49980 65590 22520 36350 35440 42230 20810 24140 23560 65280 21080 36600 9140 56770 66120 36900 74080 44830 68680 21000 23650 12330 54410 55420 46290 62250 44830 45540 25260 42840 66540 53480 26930 73960 23310 62050 54860 22320 51250 56510 45050 66700 34080 45680 11790 57750 47930 0 52650 70350 67610 52330 60280 58740 52140 49200 20880 60810 66330 39330 49160 44310 35500 30090 40970 66990 24270 71870 32230 42840 63530 64540 72540 30460 75850 49180
4910 39980 31360 8130 21760 27720 30490 31900 32350 13710 31110 21300 44940 48140 41840 20840 26430 7700 30450 32420 32280 46110 2250 27740 8880 27900 7700 12040 25750 20150 41310 33540 25620 22380 63290 10470 39810 31150 2680 42200 21750 16330 63300 9130 55300 19040 12940 53470 0 18770 17240 33470 33350 43860 4740 21520 30560 39960 41010 5790 5240 21450 21650 28780 11930 16620 31620 20300 27860 20150 39750 31520 39530 31640 24280 5340
19540 23220 48560 21170 38960 29980 47690 49100 49550 6050 48310 22490 62140 65340 25090 22030 15560 25610 13700 49620 49480 63320 16770 18510 26080 11150 25610 16160 42950 37350 24560 50750 42820 11660 80490 9800 57010 48350 17310 59400 38950 21860 80500 25910 72510 1210 30850 70670 19100 0 13530 50680 50550 61060 19370 16050 47760 56890 24260 19540 19870 38650 38850 45980 29130 26470 48820 3540 45060 37350 56680 48450 52480 48840 11990 19970
18630 31040 45810 22250 36220 33360 44950 46360 46810 8460 45570 26940 59400 62600 32900 26470 6550 19060 23930 46880 46740 60570 15700 31590 23340 18960 19060 18650 40200 34610 32380 48000 40080 5550 77750 10330 54270 45610 16400 56660 36210 14140 77750 20520 69760 13800 24630 67930 16340 13530 0 47930 47800 58320 18450 22760 45020 45700 32070 19510 18950 35910 36100 43240 26390 9690 46080 12800 42320 34610 45500 37270 41290 46100 9080 19060
30290 86620 24360 36130 18650 60610 25450 43770 44220 45600 26230 49200 46800 15260 88480 49500 63080 24260 62340 44290 44150 46400 34730 59630 26610 74540 24260 38180 22880 20060 87950 1790 19970 64440 32650 42360 6700 25060 31560 9320 22710 45050 32650 25110 42870 50930 27360 55330 32960 50660 47930 0 8570 13220 32460 53410 25520 9110 87650 33780 29470 14220 18800 20370 20400 46100 43490 52190 17960 20060 11820 19190 24660 16760 66330 29490
29730 71640 32760 35570 21560 60040 29120 43210 43660 45030 29740 48640 52430 21420 73510 48930 48110 22910 64530 43720 43580 52030 34160 59060 26040 59570 22910 37610 25620 17730 72980 10180 22710 49470 38280 41790 13090 33460 31000 15470 19330 30080 38280 22020 48490 50360 19500 60960 32400 50100 47360 8460 0 17090 31890 52840 29190 1900 72680 33220 28910 12600 21710 28770 23320 31130 42930 53410 20700 17730 4060 11420 17650 19500 51360 28920
40380 85800 32370 46220 28730 70700 33460 53860 54310 55680 34240 59290 50830 7770 87660 59580 62260 34340 78690 54380 54240 50430 44810 69720 36690 73720 34340 48270 34170 30140 87140 11750 31260 63620 36680 52450 6810 33070 41650 4210 32800 44240 36690 35200 46900 61020 37450 59370 43050 60750 58010 12370 17070 0 42540 63490 33530 17610 86830 43870 39560 24310 28880 28380 30490 45280 53580 62270 29510 30140 20330 25580 30070 28310 65520 39580
4200 40790 31040 4700 21730 23790 30170 19370 19820 14520 28120 17370 32400 48110 42650 16910 27240 12920 31270 19890 19740 45790 4620 28430 8560 28710 12920 8110 25420 20120 39150 33510 25300 23200 63260 11290 39780 30830 2310 42170 21720 17840 63260 14350 42770 19850 25560 40940 5130 19590 18740 33440 33310 43830 0 22200 30240 39930 38840 2980 4520 21420 21610 28460 11610 18130 19090 21110 21920 20120 39720 31490 39490 27960 25090 4630
22340 16400 45610 18740 41750 14180 42550 26140 26590 14520 42310 13280 41180 68140 16920 12810 30950 28400 19480 28660 26520 49020 19560 6220 28880 13060 28400 12780 45740 40140 16940 53540 45620 27060 59300 17240 59810 45400 20110 62190 41750 33330 83290 29830 51550 15120 33640 49600 21890 16070 22730 53470 53340 63860 22160 0 42620 59950 16640 21140 22660 41450 41640 48770 31930 33620 25860 21550 47850 40140 59750 51520 59520 51640 28950 22760
26590 68460 1920 24580 14850 38230 220 17200 17200 42190 920 29540 12340 31350 59050 29830 50990 24240 58940 13990 17300 16680 31320 48360 22840 56380 24240 30170 4680 22250 59480 23290 6340 50870 20780 38950 26560 1720 27860 29060 24470 32860 27640 25100 18320 47520 27340 20880 29560 47260 44520 24290 32240 33320 28760 42130 0 32770 59270 27560 25770 23730 14910 9500 20390 43900 17330 48780 11640 22250 35490 37360 45360 9870 52760 23800
36450 69740 33490 42290 25600 66760 34580 49930 50380 51750 35360 55360 53160 22150 71600 55650 46200 29630 62630 50450 50300 52760 40880 70290 32760 57660 29630 44330 28780 24450 71080 10920 25870 47560 39010 48520 13820 34190 37720 16210 26050 28180 39010 30490 49220 55780 25710 61690 39120 54680 44940 9190 1350 17820 38610 59560 34650 0 70770 39940 35630 15750 25750 29500 27360 29220 49650 51500 23850 24450 2160 9520 16310 22650 49460 35640
38980 1540 62250 35380 58390 25280 59190 42780 43230 28310 58950 29920 57820 101080 820 29450 30160 45040 17440 45300 43160 65660 36210 10420 45520 13510 45040 29420 62380 56790 310 70180 62260 26270 117950 32060 92750 62050 36750 95140 58390 54180 117950 48180 68190 25450 60860 66240 38530 24350 31760 88130 72840 96750 38800 16640 59260 71490 0 37780 39300 70540 58280 65410 48570 42080 42500 20760 64500 56790 71290 63060 67080 68280 28160 39410
5160 37530 28470 3160 22680 22720 26830 17820 18280 14460 26580 16300 30860 49070 38050 15830 27180 13880 31210 18340 18200 38700 5580 27350 9520 28660 13880 7040 23490 21080 38070 34470 25770 23140 47320 11230 40740 28270 3210 43130 22680 18800 64220 15310 41230 19800 26520 39400 6090 19530 20580 34400 34270 44790 1910 21130 26900 40890 37770 0 5480 22380 22570 28930 12570 19090 17540 21050 22880 21080 40680 32450 40450 29300 25040 5590
520 41050 27170 7450 17860 25170 26300 28000 28450 14780 26920 18760 41040 44240 42910 18290 27500 13370 31530 28520 28380 41920 4880 28810 4690 28970 13370 9500 21560 16250 42390 29640 21430 23450 59390 11540 35910 26960 2880 38300 17850 18090 59400 11020 43560 20110 21690 49570 8880 19840 19000 29570 29450 39960 3770 22590 26370 36060 42080 5100 0 17550 17740 24590 7740 18380 27720 21370 18050 16250 35850 27620 35630 24090 25350 1890
